,age,capital-gain,capital-loss,education-num,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,hw,label,marital-status,native-country,occupation,race,relationship,sex,workclass
1750,40,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,0,Private
1759,19,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,0,Never-married,United-States,Other-service,White,Own-child,0,Private
1760,42,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,0,Private
1761,65,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,0,White,Husband,1,0
1763,28,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,0,Never-married,United-States,Machine-op-inspct,Black,Own-child,1,Private
1782,29,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Never-married,United-States,Other-service,White,Own-child,1,Private
1783,39,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
1790,30,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Tech-support,White,Husband,1,Federal-gov
1818,52,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,0,Craft-repair,White,Husband,1,Private
1836,58,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
1847,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,Puerto-Rico,Other-service,White,Own-child,0,Private
1848,34,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,Private
1849,32,5178,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Self-emp-inc
1856,44,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60,0,Never-married,United-States,Prof-specialty,White,Not-in-family,0,State-gov
1873,32,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,37,0,Never-married,United-States,Adm-clerical,White,Not-in-family,1,State-gov
1874,21,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,0,Never-married,United-States,Other-service,White,Own-child,1,Private
1876,44,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45,1,Separated,United-States,Exec-managerial,White,Not-in-family,1,Private
1880,24,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,El-Salvador,Other-service,White,Unmarried,1,Private
1882,44,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,1,Married-civ-spouse,Italy,Prof-specialty,White,Wife,0,Self-emp-not-inc
1887,55,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,99,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Self-emp-not-inc
1896,45,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,55,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
1911,39,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,48,0,Never-married,United-States,Machine-op-inspct,White,Unmarried,1,Private
1927,45,0,1628,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
1928,20,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Craft-repair,White,Own-child,1,Private
1935,90,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,1,Private
1953,21,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
1962,50,15024,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,1,Private
1964,28,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,20,0,Never-married,United-States,Transport-moving,White,Unmarried,1,Private
2008,28,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,70,0,Never-married,United-States,Craft-repair,White,Own-child,1,Private
2022,32,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Divorced,Nicaragua,Other-service,White,Other-relative,1,Private
2025,23,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,50,0,Never-married,United-States,0,White,Not-in-family,0,0
2037,50,0,0,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
2049,24,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Married-spouse-absent,United-States,Prof-specialty,White,Own-child,0,Private
2077,25,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Machine-op-inspct,White,Own-child,1,Self-emp-not-inc
2096,26,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,16,0,Never-married,Japan,Prof-specialty,Asian-Pac-Islander,Not-in-family,1,Private
2102,30,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Craft-repair,White,Unmarried,0,Private
2104,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Married-civ-spouse,0,Transport-moving,Asian-Pac-Islander,Husband,1,Private
2133,27,0,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,25,0,Never-married,United-States,Exec-managerial,White,Not-in-family,0,Private
2136,61,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Priv-house-serv,White,Not-in-family,0,Private
2145,25,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Self-emp-not-inc
2158,57,15024,0,14,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,65,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-inc
2173,51,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,1,Private
2188,29,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30,0,Never-married,United-States,Sales,White,Not-in-family,1,Private
2189,74,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18,0,Widowed,United-States,Transport-moving,White,Not-in-family,0,Federal-gov
2191,22,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,0,Private
2196,49,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
2207,35,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Other-service,Black,Not-in-family,0,Private
2212,42,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,1,Private
2219,53,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,37,0,Divorced,Mexico,Sales,White,Not-in-family,0,Private
2233,35,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,50,1,Married-civ-spouse,Germany,Sales,White,Husband,1,Private
2235,43,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Divorced,United-States,Prof-specialty,White,Unmarried,0,Private
2238,35,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Tech-support,White,Unmarried,0,Private
2248,20,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Handlers-cleaners,White,Own-child,1,Private
2259,38,0,1741,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,0,Never-married,Vietnam,Exec-managerial,Asian-Pac-Islander,Unmarried,1,Local-gov
2271,23,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,1,Private
2274,48,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Private
2294,56,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Divorced,United-States,Craft-repair,White,Unmarried,0,Private
2328,56,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,1,Private
2341,45,0,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40,0,Married-civ-spouse,Canada,Craft-repair,White,Husband,1,Private
2349,25,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Exec-managerial,Black,Not-in-family,1,Federal-gov
2368,25,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40,0,Never-married,United-States,Craft-repair,White,Own-child,1,Private
2381,17,0,0,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,0,Never-married,United-States,Craft-repair,White,Own-child,1,Private
2386,33,0,0,13,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,1,Married-civ-spouse,United-States,Sales,White,Husband,1,Self-emp-not-inc
2399,34,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Divorced,United-States,Machine-op-inspct,White,Not-in-family,1,Private
2404,54,3137,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50,0,Married-civ-spouse,United-States,Sales,White,Husband,1,Private
2417,24,0,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,40,0,Never-married,United-States,Adm-clerical,White,Own-child,0,Private
2419,32,0,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,1,Self-emp-not-inc
2421,68,0,2206,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,0,Widowed,United-States,Adm-clerical,White,Not-in-family,0,Private
2425,34,0,0,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,1,Private
